ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;QUANTIDADE;FORNECEDOR;CUSTO TOTAL (ATUAL);MÊS;ANO;MÊS/ANO;Unnamed: 12;Unnamed: 13
BA;2976043438;BA2976043438;FILME - ITEM 006;FILME;ENERGÉTICO;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;27216;TO27216;NÃO PRODUTIVO - ITEM 009;NÃO PRODUTIVO;FILTRAGEM;131;RotaVita Materiais;0;SET;2022;09/2022;;
TO;27216;TO27216;NÃO PRODUTIVO - ITEM 009;NÃO PRODUTIVO;FILTRAGEM;0;RotaVita Materiais;0;SET;2022;09/2022;;
TO;27216;TO27216;NÃO PRODUTIVO - ITEM 009;NÃO PRODUTIVO;FILTRAGEM;114;RotaVita Materiais;0;OUT;2022;10/2022;;
TO;9399568162;TO9399568162;VASILHAME - ITEM 001;VASILHAME;NORMAL;223071;RotaVita Materiais;165.072,51;SET;2022;09/2022;;
TO;9399568162;TO9399568162;VASILHAME - ITEM 001;VASILHAME;NORMAL;239234;RotaVita Materiais;177.033,28;AGO;2022;08/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;168658;SerraAgro Distribuidora;148.419,48;AGO;2022;08/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;136547;RotaVita Materiais;120.161,53;SET;2022;09/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;155683;RotaVita Materiais;137.001,30;SET;2022;09/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;139113;RotaVita Materiais;122.419,44;OUT;2022;10/2022;;
TO;2048103524;TO2048103524;VASILHAME - ITEM 002;VASILHAME;LONGNECK;157912;RotaVita Materiais;138.962,32;NOV;2022;11/2022;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;8875300502;TO8875300502;VASILHAME - ITEM 003;VASILHAME;NORMAL;153039;RotaVita Materiais;240.271,08;OUT;2022;10/2022;;
BA;5522250435;BA5522250435;FILME - ITEM 005;FILME;JUJ/TERN;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;2976043438;BA2976043438;FILME - ITEM 006;FILME;ENERGÉTICO;2866;RotaVita Materiais;67346;AGO;2022;08/2022;;
CE;87574887;CE87574887;AROMA - ITEM 025;AROMA;ENERGÉTICO;194;RotaVita Materiais;10373;OUT;2022;10/2022;;
TO;1782;TO1782;NÃO PRODUTIVO - ITEM 010;NÃO PRODUTIVO;CIP;168;CoperSerra Ind. e Com.;0;AGO;2022;08/2022;;
TO;1782;TO1782;NÃO PRODUTIVO - ITEM 010;NÃO PRODUTIVO;CIP;87;RotaVita Materiais;0;OUT;2022;10/2022;;
TO;9101081023;TO9101081023;LACRE - ITEM 001;LACRE;CHOPP;3646;RotaVita Materiais;1331;AGO;2022;08/2022;;
TO;3093065477;TO3093065477;LACRE - ITEM 002;LACRE;CHOPP;3570;RotaVita Materiais;1303;AGO;2022;08/2022;;
TO;3093065477;TO3093065477;LACRE - ITEM 002;LACRE;CHOPP;0;RotaVita Materiais;0;SET;2022;09/2022;;
TO;2237628720;TO2237628720;LATA - ITEM 001;LATA;TURBOX;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;5533161881;TO5533161881;LATA - ITEM 002;LATA;CANABRAVA;323454;RotaVita Materiais;13.585,08;SET;2022;09/2022;;
TO;5433760012;TO5433760012;LATA - ITEM 003;LATA;CAYMAN;219902;RotaVita Materiais;9.235,89;SET;2022;09/2022;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;6429477;RotaVita Materiais;2.443.201,13;SET;2022;09/2022;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;111581;RotaVita Materiais;42.400,61;SET;2022;09/2022;;
TO;2465761265;TO2465761265;LATA - ITEM 006;LATA;SODALINE;467970;RotaVita Materiais;177.828,53;SET;2022;09/2022;;
TO;3491381146;TO3491381146;LATA - ITEM 007;LATA;SODALINE;87632;RotaVita Materiais;33.300,19;SET;2022;09/2022;;
TO;3032588327;TO3032588327;LATA - ITEM 008;LATA;SODALINE;27638;RotaVita Materiais;10.502,61;SET;2022;09/2022;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;1012311;RotaVita Materiais;516.278,53;SET;2022;09/2022;;
TO;1294924421;TO1294924421;LATA - ITEM 010;LATA;TURBOX;28623;RotaVita Materiais;14.597,48;SET;2022;09/2022;;
TO;2237628720;TO2237628720;LATA - ITEM 001;LATA;TURBOX;79479;RotaVita Materiais;40.534,08;SET;2022;09/2022;;
TO;5313577210;TO5313577210;LATA - ITEM 011;LATA;TURBOX;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;9357999619;TO9357999619;LATA - ITEM 012;LATA;CANABRAVA;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2633928510;TO2633928510;LATA - ITEM 009;LATA;BELA TOSCANA;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;5433760012;TO5433760012;LATA - ITEM 003;LATA;CAYMAN;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;6932825070;TO6932825070;LATA - ITEM 005;LATA;SODALINE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;6309552111;TO6309552111;LATA - ITEM 013;LATA;TURBOX;144823;RotaVita Materiais;73.859,64;SET;2022;09/2022;;
TO;2687285401;TO2687285401;LATA - ITEM 014;LATA;TURBOX;173721;RotaVita Materiais;88.597,50;SET;2022;09/2022;;
TO;2465761265;TO2465761265;LATA - ITEM 006;LATA;SODALINE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2465761265;TO2465761265;LATA - ITEM 006;LATA;SODALINE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;3491381146;TO3491381146;LATA - ITEM 007;LATA;SODALINE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;2206661205;TO2206661205;LATA - ITEM 004;LATA;SERRARIA;1407806;RotaVita Materiais;534.966,43;SET;2022;09/2022;;
TO;6672161121;TO6672161121;LATA - ITEM 015;LATA;SERRARIA;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;3032588327;TO3032588327;LATA - ITEM 008;LATA;SODALINE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;2684;TO2684;NÃO PRODUTIVO - ITEM 011;NÃO PRODUTIVO;CIP;618;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2684;TO2684;NÃO PRODUTIVO - ITEM 011;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;SET;2022;09/2022;;
TO;2684;TO2684;NÃO PRODUTIVO - ITEM 011;NÃO PRODUTIVO;CIP;1120;RotaVita Materiais;0;OUT;2022;10/2022;;
CE;55584195;CE55584195;FILME - ITEM 007;FILME;REFRI;779;RotaVita Materiais;8.059,48;OUT;2022;10/2022;;
TO;8083409839;TO8083409839;CERVEJARIA - ITEM 005;CERVEJARIA;LUPULO IMP;4003;RotaVita Materiais;157.610,70;JAN;2023;01/2023;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;5394911907;TO5394911907;CERVEJARIA - ITEM 006;CERVEJARIA;MALTE;20999;RotaVita Materiais;69.087,46;SET;2022;09/2022;;
TO;1147;TO1147;NÃO PRODUTIVO - ITEM 012;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;1147;TO1147;NÃO PRODUTIVO - ITEM 012;NÃO PRODUTIVO;CIP;92;RotaVita Materiais;0;OUT;2022;10/2022;;
BA;5522250435;BA5522250435;FILME - ITEM 005;FILME;JUJ/TERN;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;5522250435;BA5522250435;FILME - ITEM 005;FILME;JUJ/TERN;10567;RotaVita Materiais;249.111,54;SET;2022;09/2022;;
BA;2976043438;BA2976043438;FILME - ITEM 006;FILME;ENERGÉTICO;2683;PrimaMineral Ind. e Com.;63046;AGO;2022;08/2022;;
BA;1499791622;BA1499791622;FILME - ITEM 003;FILME;REFRI;1801;RotaVita Materiais;25398;NOV;2022;11/2022;;
BA;2976043438;BA2976043438;FILME - ITEM 006;FILME;ENERGÉTICO;2639;RotaVita Materiais;62013;NOV;2022;11/2022;;
CE;94992040;CE94992040;FILME - ITEM 008;FILME;REFRI;1898;RotaVita Materiais;19647;OUT;2022;10/2022;;
BA;5522250435;BA5522250435;FILME - ITEM 005;FILME;JUJ/TERN;7273;RotaVita Materiais;171.457,12;NOV;2022;11/2022;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;6320;RotaVita Materiais;148.986,77;NOV;2022;11/2022;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;1815;RotaVita Materiais;42.786,21;AGO;2022;08/2022;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;3680;RotaVita Materiais;86747;AGO;2022;08/2022;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;3611;RotaVita Materiais;85.133,73;SET;2022;09/2022;;
BA;5918053501;BA5918053501;FILME - ITEM 009;FILME;REFR/ENERG.;12250;RotaVita Materiais;288806;SET;2022;09/2022;;
BA;29652;BA29652;NÃO PRODUTIVO - ITEM 013;NÃO PRODUTIVO;FILTRAGEM;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;2684;BA2684;NÃO PRODUTIVO - ITEM 014;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;1147;BA1147;NÃO PRODUTIVO - ITEM 015;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;SET;2022;09/2022;;
BA;7192;BA7192;NÃO PRODUTIVO - ITEM 016;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7804;BA7804;NÃO PRODUTIVO - ITEM 017;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;7804;BA7804;NÃO PRODUTIVO - ITEM 017;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7804;BA7804;NÃO PRODUTIVO - ITEM 017;NÃO PRODUTIVO;CIP;0;RotaVita Materiais;0;SET;2022;09/2022;;
BA;1034684203;BA1034684203;EDULCORANTE - ITEM 004;EDULCORANTE;XAROPARIA;11;SerraMineral Insumos;2209;AGO;2022;08/2022;;
BA;5076415249;BA5076415249;AROMA - ITEM 026;AROMA;ENERGÉTICO;184;RotaVita Materiais;9470;SET;2022;09/2022;;
BA;8705336562;BA8705336562;PREFORMA - ITEM 001;PREFORMA;TURBOX 2L;811280;RotaVita Materiais;557.745,45;SET;2022;09/2022;;
TO;1011087530;TO1011087530;PREFORMA - ITEM 002;PREFORMA;SODALINE 500ML;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;1011087530;TO1011087530;PREFORMA - ITEM 002;PREFORMA;SODALINE 500ML;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;8001537910;TO8001537910;PREFORMA - ITEM 003;PREFORMA;SODALINE 500ML;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;8001537910;TO8001537910;PREFORMA - ITEM 003;PREFORMA;SODALINE 500ML;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;2727172245;TO2727172245;PREFORMA - ITEM 004;PREFORMA;TURBOX 1L;359634;RotaVita Materiais;149525;OUT;2022;10/2022;;
BA;5904529313;BA5904529313;PREFORMA - ITEM 005;PREFORMA;SODALINE 200ML;88865;RotaVita Materiais;17.590,73;NOV;2022;11/2022;;
BA;2390026440;BA2390026440;PREFORMA - ITEM 006;PREFORMA;SODALINE 200ML;743262;RotaVita Materiais;147.127,23;NOV;2022;11/2022;;
BA;5904529313;BA5904529313;PREFORMA - ITEM 005;PREFORMA;SODALINE 200ML;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;5904529313;BA5904529313;PREFORMA - ITEM 005;PREFORMA;SODALINE 200ML;636190;MineralSerra Suprimentos;125.932,63;AGO;2022;08/2022;;
BA;2390026440;BA2390026440;PREFORMA - ITEM 006;PREFORMA;SODALINE 200ML;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;2390026440;BA2390026440;PREFORMA - ITEM 006;PREFORMA;SODALINE 200ML;3009251;MineralSerra Suprimentos;595.675,14;AGO;2022;08/2022;;
BA;2390026440;BA2390026440;PREFORMA - ITEM 006;PREFORMA;SODALINE 200ML;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;2390026440;BA2390026440;PREFORMA - ITEM 006;PREFORMA;SODALINE 200ML;1131005;RotaVita Materiais;223.880,19;SET;2022;09/2022;;
BA;9186953606;BA9186953606;PREFORMA - ITEM 007;PREFORMA;FOGUEIRA;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;7132496567;TO7132496567;PREFORMA - ITEM 008;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;6179464321;TO6179464321;PREFORMA - ITEM 009;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;6179464321;TO6179464321;PREFORMA - ITEM 009;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;8705336562;TO8705336562;PREFORMA - ITEM 010;PREFORMA;TURBOX 2L;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;8705336562;TO8705336562;PREFORMA - ITEM 010;PREFORMA;TURBOX 2L;81674;RotaVita Materiais;48.514,58;SET;2022;09/2022;;
TO;1772575509;TO1772575509;PREFORMA - ITEM 011;PREFORMA;SODALINE 3L;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;9186953606;BA9186953606;PREFORMA - ITEM 007;PREFORMA;FOGUEIRA;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;1083034549;TO1083034549;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;1083034549;TO1083034549;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;3517;RotaVita Materiais;63479;NOV;2022;11/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;1443952;RotaVita Materiais;370.575,76;AGO;2022;08/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;0;RotaVita Materiais;0;JUN;2022;06/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;4944051438;TO4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;4944051438;TO4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;0;RotaVita Materiais;0;SET;2022;09/2022;;
TO;4944051438;TO4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;4944051438;TO4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;206;RotaVita Materiais;5147;NOV;2022;11/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;4172011;RotaVita Materiais;1.070.704,96;SET;2022;09/2022;;
BA;4529750777;BA4529750777;PREFORMA - ITEM 012;PREFORMA;TURBOX 250ML;2590168;RotaVita Materiais;664.740,69;NOV;2022;11/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;1168357;RotaVita Materiais;608948;OUT;2022;10/2022;;
BA;7132496567;BA7132496567;PREFORMA - ITEM 014;PREFORMA;SODALINE 2L;372264;MineralSerra Suprimentos;194.023,94;AGO;2022;08/2022;;
BA;7132496567;BA7132496567;PREFORMA - ITEM 014;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;7132496567;BA7132496567;PREFORMA - ITEM 014;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7132496567;BA7132496567;PREFORMA - ITEM 014;PREFORMA;SODALINE 2L;50738;RotaVita Materiais;26.444,68;NOV;2022;11/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;657305;MineralSerra Suprimentos;342.587,37;AGO;2022;08/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;JUN;2022;06/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;2695709;RotaVita Materiais;1405004;OUT;2022;10/2022;;
TO;8570601696;TO8570601696;ROTULO - ITEM 001;ROTULO;ADESIVO;382;RotaVita Materiais;21,41;SET;2022;09/2022;;
TO;2596410340;TO2596410340;ROTULO - ITEM 002;ROTULO;ADESIVO;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;6179464321;BA6179464321;PREFORMA - ITEM 013;PREFORMA;SODALINE 2L;1281702;RotaVita Materiais;668.023,07;NOV;2022;11/2022;;
MG;8512280856;MG8512280856;ROTULO - ITEM 003;ROTULO;BOPP;5726230;RotaVita Materiais;60469;SET;2022;09/2022;;
MG;1363454626;MG1363454626;ROTULO - ITEM 004;ROTULO;BOPP;518;RotaVita Materiais;10,34;DEZ;2022;12/2022;;
BA;8705336562;BA8705336562;PREFORMA - ITEM 001;PREFORMA;TURBOX 2L;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;8705336562;BA8705336562;PREFORMA - ITEM 001;PREFORMA;TURBOX 2L;340857;RotaVita Materiais;234.335,22;NOV;2022;11/2022;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;1186;RotaVita Materiais;21403;SET;2022;09/2022;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;366;RotaVita Materiais;6598;SET;2022;09/2022;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;598;RotaVita Materiais;10801;AGO;2022;08/2022;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;1099;RotaVita Materiais;19828;NOV;2022;11/2022;;
BA;9572130516;BA9572130516;CONCENT./KITs - ITEM 003;CONCENT./KITs;C.ENERGETICO;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;4944051438;BA4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;2676505265;TO2676505265;ROTULO - ITEM 005;ROTULO;SLEEVE;173944;RotaVita Materiais;34789;OUT;2022;10/2022;;
BA;4944051438;BA4944051438;CONCENT./KITs - ITEM 004;CONCENT./KITs;KIT COLA;216;RotaVita Materiais;5389;NOV;2022;11/2022;;
BA;2703369965;BA2703369965;ROTULO - ITEM 006;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;4864823768;TO4864823768;ROTULO - ITEM 007;ROTULO;SLEEVE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;4864823768;TO4864823768;ROTULO - ITEM 007;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;4864823768;TO4864823768;ROTULO - ITEM 007;ROTULO;SLEEVE;481102;RotaVita Materiais;99203;OUT;2022;10/2022;;
BA;6834275560;BA6834275560;ROTULO - ITEM 008;ROTULO;SLEEVE;0;RotaVita Materiais;0;JUN;2022;06/2022;;
BA;6834275560;BA6834275560;ROTULO - ITEM 008;ROTULO;SLEEVE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;6834275560;BA6834275560;ROTULO - ITEM 008;ROTULO;SLEEVE;133939;RotaVita Materiais;6.747,44;OUT;2022;10/2022;;
TO;4496023729;TO4496023729;ROTULO - ITEM 009;ROTULO;SLEEVE;0;RotaVita Materiais;0;JUN;2022;06/2022;;
TO;4496023729;TO4496023729;ROTULO - ITEM 009;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7131785710;BA7131785710;ROTULO - ITEM 010;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7131785710;BA7131785710;ROTULO - ITEM 010;ROTULO;SLEEVE;759578;RotaVita Materiais;91149;NOV;2022;11/2022;;
BA;5249188478;BA5249188478;ROTULO - ITEM 011;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;6522853959;BA6522853959;ROTULO - ITEM 012;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;9932269310;TO9932269310;ROTULO - ITEM 013;ROTULO;SLEEVE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
TO;9932269310;TO9932269310;ROTULO - ITEM 013;ROTULO;SLEEVE;77368;RotaVita Materiais;15953;NOV;2022;11/2022;;
BA;6522853959;BA6522853959;ROTULO - ITEM 012;ROTULO;SLEEVE;706627;RotaVita Materiais;84795;NOV;2022;11/2022;;
BA;6117902775;BA6117902775;ROTULO - ITEM 014;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;3162144613;BA3162144613;ROTULO - ITEM 015;ROTULO;SLEEVE;72974;RotaVita Materiais;15.533,06;OUT;2022;10/2022;;
TO;5399995965;TO5399995965;ROTULO - ITEM 016;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
TO;5620554895;TO5620554895;ROTULO - ITEM 017;ROTULO;BOPP;311;RotaVita Materiais;11,03;SET;2022;09/2022;;
TO;5620554895;TO5620554895;ROTULO - ITEM 017;ROTULO;BOPP;323031;RotaVita Materiais;11468;NOV;2022;11/2022;;
TO;9642238616;TO9642238616;ROTULO - ITEM 018;ROTULO;BOPP;328126;RotaVita Materiais;12.762,78;NOV;2022;11/2022;;
TO;3589664950;TO3589664950;ROTULO - ITEM 019;ROTULO;BOPP;981436;SulUni Embalagens;12562;AGO;2022;08/2022;;
TO;8135349368;TO8135349368;ROTULO - ITEM 020;ROTULO;PAPEL;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7367800641;BA7367800641;ROTULO - ITEM 021;ROTULO;BOPP;0;RotaVita Materiais;0;JUN;2022;06/2022;;
BA;7367800641;BA7367800641;ROTULO - ITEM 021;ROTULO;BOPP;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;7367800641;BA7367800641;ROTULO - ITEM 021;ROTULO;BOPP;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;7367800641;BA7367800641;ROTULO - ITEM 021;ROTULO;BOPP;994716;RotaVita Materiais;35.312,41;SET;2022;09/2022;;
BA;8359648526;BA8359648526;ROTULO - ITEM 022;ROTULO;BOPP;119285;RotaVita Materiais;1873;AGO;2022;08/2022;;
BA;8359648526;BA8359648526;ROTULO - ITEM 022;ROTULO;BOPP;363064;SulUni Embalagens;5.700,11;AGO;2022;08/2022;;
BA;9188120641;BA9188120641;ROTULO - ITEM 023;ROTULO;BOPP;46269;RotaVita Materiais;1.642,53;SET;2022;09/2022;;
MG;8512280856;MG8512280856;ROTULO - ITEM 003;ROTULO;BOPP;0;RotaVita Materiais;0;JUL;2022;07/2022;;
MG;8512280856;MG8512280856;ROTULO - ITEM 003;ROTULO;BOPP;0;RotaVita Materiais;0;AGO;2022;08/2022;;
MG;8512280856;MG8512280856;ROTULO - ITEM 003;ROTULO;BOPP;1908719;RotaVita Materiais;20156;OUT;2022;10/2022;;
MG;8512280856;MG8512280856;ROTULO - ITEM 003;ROTULO;BOPP;1632763;RotaVita Materiais;17242;NOV;2022;11/2022;;
MG;8110052490;MG8110052490;ROTULO - ITEM 024;ROTULO;BOPP;0;RotaVita Materiais;0;JUL;2022;07/2022;;
MG;8110052490;MG8110052490;ROTULO - ITEM 024;ROTULO;BOPP;0;RotaVita Materiais;0;AGO;2022;08/2022;;
MG;8110052490;MG8110052490;ROTULO - ITEM 024;ROTULO;BOPP;1245925;RotaVita Materiais;13157;SET;2022;09/2022;;
MG;8110052490;MG8110052490;ROTULO - ITEM 024;ROTULO;BOPP;1642018;RotaVita Materiais;17340;OUT;2022;10/2022;;
BA;1751429309;BA1751429309;ROTULO - ITEM 025;ROTULO;BOPP;200882;RotaVita Materiais;7.131,32;SET;2022;09/2022;;
BA;1751429309;BA1751429309;ROTULO - ITEM 025;ROTULO;BOPP;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;3410804057;BA3410804057;ROTULO - ITEM 026;ROTULO;SLEEVE;0;RotaVita Materiais;0;JUL;2022;07/2022;;
BA;3410804057;BA3410804057;ROTULO - ITEM 026;ROTULO;SLEEVE;0;RotaVita Materiais;0;AGO;2022;08/2022;;
BA;3410804057;BA3410804057;ROTULO - ITEM 026;ROTULO;SLEEVE;2683622;RotaVita Materiais;135.192,82;NOV;2022;11/2022;;
